ยังขึ้นว่า inf อยู่เลยค่ะ,homework
เป็นเพราะข้อมูลเป็นภาษาไทยรึเปล่าคะ,homework
ไม่น่าเกี่ยวนะครับ ดู code หน่อยครับ,homework
ประมาณนี้ค่ะ,homework
ลองทำในข้อมูลภาษาอังกฤษโค้ดตัวเดียวกันเเต่ได้ผลออกมาค่ะ,homework
อาจารย์คะตอนนี้รันได้ผลออกเเล้วค่ะ เเต่ว่าในส่วนของผลที่ได้นี้ประมาณนี้ถูกต้องใช่ไหมคะ ,homework
แต่อาจจะติดตรงมันเอาช่องว่างมาด้วยครับ,homework
 อาจารย์คะหนูมีข้อสอบถามค่ะ ,homework
หนูต้องการทำโปรเจคเป็นเเอปพลิเคชั่น โดยรูปเเบบคร่าวๆคือการมุ่งเน้นให้ความสะดวกเเก่นักศึกษาประมาณนี้ค่ะ,homework
อยากจะทำนำเสนอกันในวันที่เข้าค่ายวันที่ 1-4 เเต่ถ้าหลังจากวันนั้นที่ต้องพัฒนาต่อเเต่ในทีมไม่มี Dev สามารถเป็นอะไรได้บ้างไหมคะ ,homework
ถ้าเป็นเเอพต้องโหลดเเละสามารถใช้ได้จริงๆเลยใช่ไหมคะ ,homework
ถ้าไม่มี dev จริงๆ อาจจะบิดหัวข้อไปเน้น dashboard แทน หรือวิเคราะห์เพื่อแสดงข้อมูลที่เกี่ยวข้องกับหัวนี้ที่เราสนใจครับ,homework
อ.อัพเดตไดร์ฟให้แล้วเมื่อสักครู่ ขึ้นไหมคะ,homework
เเต่สามารถนำเสนอหัวข้อนี้สนในที่4ได้ใช่ไหมคะเเล้วหลังจากวันที่4 ที่ต้องพัฒนาต่อสามารถเปลี่ยนหรือเน้นไปที่ dashboard แทนได้ใช่ไหมคะ,homework
ถ้าทำเเอพสามารถใช้ figma หรือ glide ในการทำออกมาได้ไหมคะ,homework
ใช่ครับสามารถนำเสนอหัวข้อนี้ได้ครับ,homework
ตัว figma น่าจะสามารถทำได้เพียงแค่ design ครับ แต่ glide ถ้าทำให้สามารถทำฟังก์ชันตามที่วางแผนไว้ก็สามารถใช้งานได้ครับ,homework
เเสดงว่าสิ้นสุดโปรเจคสามารถใช้ glide มาทำได้ใช่ไหมคะ,homework
ใช่ครับ ถ้าสามารถทำให้แอพนั้นทำงานได้ตามฟังก์ชันครับ อาจจะลองศึกษาเพิ่มเติมว่า glide สามารถทำฟังก์ชันอะไรได้บ้างครับ,homework
เพื่อฟังก์ชันยากๆบางอย่างไม่สามารถพัฒนาได้ครับ,homework
ต้องลองดูข้อจำกัดของ glide ด้วยครับ,homework
อาจารย์คะในงานกลุ่ม3คน​ หาข้อมูลเพื่อนำมาตอบคำถามตามชีทในอีเลินนิ่งอย่างเดียวใช่ไหมคะ  ไม่ต้องทำโปโตไทป์​ใช่ไหมคะ​ ,homework
ต้องทำ prototype  ด้วยครับ อาจจะเป็น design หรืออะไรที่เกี่ยวข้องกับสิ่งที่เราจะทำครับ,homework
เเล้วจะมีการนำเสนอไหมคะ,homework
มีบันทึก youtube  ครับ,homework
รายละเอียดอยู่ในelearningครับ,homework
อาจารย์คะขอสอบถามค่ะ​ ถ้าหากได้หนังสือขออนุญาต​เข้าไปสิบถามหน่วยงานเเล้วเราต้องเอาไปยื่นให้ที่ไหนคะ,homework
ได้มีการสอบถามหน่วยงานเรียบร้อยเเล้วค่ะ ทางหน่อยงานให้ขอหนังสืออนุญาต เมื่อขอมาเเล้วเราต้องยื่นไปที่ไหนคะ,homework
อันนี้เรากลุ่มเดียวกับเพื่อนอีกคนใช่มั้ยครับ,homework
อาจารย์คะถ้าหากทำตัวnlp​ เเล้วตรวจสอบโมเดล​ด้วยเเมชชี​น​ต่างๆ สิ้นสุดก็ทำออกมาเป็นreport เเล้วตอนนำเสนอต่อยอดธุรกิจในอนาคตก็สามารถบอกได้ว่าหากนำไปใช้ในส่วนของเเชทบอทต่อยอดในเเอพพลิเคชั่น​ ประมาณนี้ได้ไหมคะ,homework
อาจารย์คะในเทอมหน้าสิ้นสุดโปรเจ็ค​ ต้องส่ง​BMC ไหมคะ​,homework
หมายถึงอะไรนะครับ,homework
โปรเจคโครงงานค่ะ​ ต้องทำBMC ส่งไหมคะ​ ตัว​business model canvas ค่ะ,homework
หนูอยากสอบถามการบ้านค่ะในข้อมูลที่อาจารย์ให้หามาหนูควรลิสท์บริการหรือสินค้าของธุรกิจ เเล้วหาข้อมูลที่เกี่ยวข้องกับกับสินค้าหรือบริการใช่ไหมคะ,homework
โจทย์คืออะไรครับ,homework
คือการหาข้อมูลของสินค้าหรือบริการของเราค่ะเเล้วดูว่าข้อมูลที่เราหามาสามารถเอาไปมช้ประโยชน์อะไรค่ะ,homework
จะเกิดข้อมูลอะไร และเราจะเอาข้อมูลนี้ไปใช้ประโยชน์ต่ออย่างไร,homework
ประมาณข้อมูลคอมเม้นจากลูกค้าหลังจากใช้บริการรึเปล่าคะ​ ,homework
หรือว่าเราลิสต์​สินค้าหรือบริการของเรามาก่อนเเล้วก็หาข้อมูลเเล้วดูว่าจะเกิดข้อมูลอะไรขึ้นอีกเเละเราจะเอาข้อมูลที่เกิดขึ้นไปใช้ประโยชน์อย่างไรใช่ไหมคะ​ ,homework
อาจารย์คะให้ส่งในอีเลินนิ่งใช่ไหมคะ พอดีหนูไม่เห็นช่องส่งเลยค่ะ,homework
สวัสดีค่ะอาจารย์หนูวฤษดี เลขที่ 2 จากรายวิชา 1101041 G1 นะคะ หนูรบกวนอาจารย์ช่วยเช็คบทพรีเซ้นท์หัวข้อที่สองของกลุ่มหนูให้หน่อยค่ะ อธิบาย pie chart ค่ะ ,homework
สวัสดีค่ะอาจารย์ ในรายวิชา 1101281  จะมีวิดีโออัพให้ของw4-6ไหมคะ,homework
อาจารย์คะ อาจารย์จะเฉลยการบ้านล่าสุดก่อนสอบมั้ยคะ,homework
พี่เชอร์คะในรายวิชา 82 การบ้านของ w10ค่ะ คืออาจารย์ให้ใช้ไฟล์งานที่ขื่อ member_info.csv ใช่ไหมคะ เเต่ว่ามันไม่มีไฟล์ตัวนี้มาให้โหลดมาทำเลยค่ะ ข้อมูลของการบ้านข้อ2ค่ะ ,homework
เดี๋ยวพี่ถามวิทยากรให้นะคะ,homework
สวัสดีค่ะอจ. หนูเนตรชนก นนทะสิงห์ รหัสนศB6310431 เรียนสแตทกับอจ.นะคะ คือหนูทำโจทย์ข้อ 4.20กับ4.21ไม่ได้ อจ.ช่วยเเนะแนวทางให้หน่อยได้มั้ยคะ,homework
อาจารย์คะห้องไหนคะ ห้องที่สอบเมื่อเช้ามีคนสอบค่ะ,homework
วันพุธ 16.00 น. ว่างกันไหมคะ  จะขอนัดติว industrial control ค่ะ เดี๋ยวจองห้องได้แล้วจะแจ้งอีกทีจ้า,homework
อาจารย์ครับพอแนะนำวิทยากรและโค้ชได้ไหมครับ,homework
อาจารย์ครับรูปแบบที่ว่าในตาราง หมายถึงอะไรหรอครับ,homework
"อาจารย์คะ พวกหนูปรึกษากันเรื่องเปลี่ยนหัวข้อแล้วได้มาหัวข้อนึงคือเป็นเว็บแชร์ activities ที่ทำได้ระหว่างอยู่บ้านเพื่อเลี่ยงการออกไปข้างนอกน่ะค่ะ เช่น
แนะนำซีรีส์น่าดู การออกกำลังง่ายๆที่บ้านช่วยลดอาการ office syndrome ประมาณนี้ค่ะ อาจารย์คิดเห็นว่ายังไงคะ",homework
อาจารย์คะ ถ้าหนูขอเลื่อนส่ง SRS เป็นรายงานความคืบหน้าครั้งหน้าจะได้ไหมคะ ทำไม่ทันจริงๆค่ะ,homework
หนูเห็นเดดไลน์ SRS คือพรุ่งนี้น่ะค่ะเลยคิดว่าต้องทำให้เสร็จก่อน กลัวอาจารย์จะปิดรับ submission ไปเลย,homework
หนูชื่อเกศมณีค่ะเป็นนศ.ที่เรียนวิชาโปรเจค OOP เทอมนี้น่ะค่ะ คือหนูอยากถามรายละเอียดเกี่ยวกับโปรเจคว่าหัวข้อที่พวกหนูจะทำคือการจัดเก็บข้อมูลใช่ไหมคะ,homework
ต้องทำในโปรแกรม eclipse เท่านั้นหรอคะ,homework
"อาจารย์คะขอรบกวนเวลาสักครู่ค่ะ คือหนูเป็นตัวแทนกลุ่มระบบจัดการยืม-คืนหนังสือโปรเจค oop ค่ะอยากทราบว่าถ้าต้องการเก็บข้อมูลส่วนตัวของลูกค้าที่มา
เช่าหนังสือเช่นข้อมูลที่ระบุตัวตนได้(ป้องกันการเช่าแล้วไม่คืนตามกำหนด) พวกข้อมูลเลขบัตรประชาชน(เก็บเลขไว้เฉยๆไม่ได้ดึงข้อมูลของทางการมา) 
ตอนนำเสนอและขั้นตอนการสร้างโปรแกรมหนูสามารถเมคข้อมูลเอาเองเพื่อนำเสนอได้ไหมคะ",homework
แล้วตัวโปรแกรมต้องเป็นภาษา Java เท่านั้นไหมคะ,homework
ต้องพัฒนาให้ใช้ได้จริงด้วยไหมคะ,homework
ฟังก์ชันหลักๆคือต้องค้นหากับเรียงลำดับได้อย่างที่อาจารย์เคยบอกใช่ไหมคะ,homework
"ขออนุญาตค่ะอาจารย์หนูเป็นตัวแทนกลุ่ม10 โปรเจค oop ค่ะ หนูขอคำแนะนำเกี่ยวกับการเพิ่มวินโดวส์ใหม่ในจาวาหน่อยได้ไหมคะเพราะตัวอย่างที่อาจารย์มีให้
ส่วนใหญ่เป็นการโค้ดที่มีแค่1-2หน้าต่างน่ะค่ะ แล้วส่วนมากหน้าต่างที่2ก็เป็นแค่การโชว์ข้อความเฉยๆ คือถ้าจะเพิ่มหน้าต่างเพื่อใช้งานอย่างอื่นอีกต้องทำยังไงบ้างหรอคะ",homework
อาจารย์คะขอรบกวนเวลาสักครู่ค่ะ online test ใน speex ต้องทำไหมคะหรือทำแค่แบบฝึก B1.1,homework
"""(w)(e)(e)(k)(:)(7) ไม่มีการเรียนการสอน แต่ นศ อย่าลืมทำแบบฝึกหัดในระบบ Cambridge ONE และ Speexx นะคะ เจอกัน week หน้าค่ะ (a)(j) (m)(a)(n)(t)(a) """,homework
ส่งงานได้ถึงตอนไหนครับ,homework
พรุ่งนี้ ขอให้เฉพาะคนที่ยังไม่ได้สอบสัมภาษณ์ มาเขัาสอบให้ครบก่อนนะครับ,homework
แล้วข้อมูลตรงนี้ต้องนำไปต่อยอดอะไรเพิ่มไหมหรือทำเป็นฐานข้อมูลเก็บไว้เฉยๆคะ,homework
อาจาร์ยครับ ขอสอบถามเรื่องspexxหน่อยครับ ต้องทำเลยไหมครับ,homework
อาจารย์ครับผมไม่่สามารถวางlinkในspreadsheetได้ครับ,homework
อจ ครังงานที่ส่งไปแล้วแต่ต้องการแก้ไขงานแล้วส่งใหม่ได้มั้ยครับ,homework
มอบหมายให้แต่ละกลุ่มเขียนที่มาและความสำคัญ วัตถุประสงค์ ประโยชน์ที่คาดว่าจะได้รับ และขอบเขตของการทำโครงงาน แล้วนำไปปรึกษาอาจารย์ที่ปรึกษาต่อไป ขอบคุณครับ,homework
ที่เพื่อนถามไว้เมื่อเช้า สอบเสร็จแล้ว ส่งใน elearning ด้วยนะคะ,homework
วันนี้หนูมาเช็คงานในคลาสรูมค่ะแล้วตรงหัวมุมขวามือด้านบน เขียนว่าไม่มีงานค่ะ พอดีหนูส่งงานเมื่อวันที่13ม.คค่ะอาจารย์แล้วก็คอมเมนต์ชื่อเอาไว้,homework
พอกดส่งอีกรอบ มันขึ้นว่าหนูส่งล่าช้าค่ะอาจารย์,homework
อาจารย์คะ ขออนุญาตค่ะ คืองานบทที่4 หนูส่งตามกำหนดเเล้วค่ะเเต่อาจารย์แจ้งไว้เเบบนี้ หนูจะต้องทำยังไงคะอาจารย์🙏🏻 @Oh❗🍒🎐 ,homework
อ.เช็คให้แล้วค่ะว่าส่งตามกำหนด,homework
แต่น่าจะเป็นกับระบบ,homework
ไม่ต้องทำอะไรค่ะ อ.แจ้งไว้ เพราะเดี๋ยวจะสงสัยว่าส่งงาน แต่อ.ไม่ได้ return กลับ😊,homework
เเล็บแรกส่งรายงานวันไหนครับอาจารย์,homework
ส่งตอนไหนคับ,homework
ส่งการบ้านได้ถึงตอนไหนคะ,homework
อาจารย์คะ แลปเคมีส่งวันไหนคะ,homework
อาจารย์ครับส่งหนึ่งคนต่อกลุ่มรึทุกคนครับ,homework
ส่งแลปเคมีที่โต๊ะอาจารย์​ใช่ไหมครับ,homework
ครูอัพโหลดวิดีโอและเอกสารของแลบ 6 ไว้ใน ms team แล้วนะคะ นักศึกษาสามารถเข้าไปดูได้เลยค่ะ,homework
ส่งงานครบทุกคนยังคะ,homework
อาจารย์ครับส่งเเลปวันพรุ่งนี้ได้ไหมครับ,homework
อาจารย์ครับผมส่งงานไว้ในล็อคเกอร์น่ะครับ,homework
อาจารย์คะ คนที่ไม่ได้ไปทำแลปสุดท้าย สามารถขอติดต่อซ่อมแลปได้วันไหนคะอาจารย์,homework
ถ้าซ่อมแลบเสร็จแล้วให้รีบนำรายงานมาส่งนะคะ,homework
อาจารย์ครับ คนที่เข้าไม่ได้เมื่อวานอาจารย์สั่งงานอะไรไหมครับ,homework
ขออนุญาตสอบถามนะคะ ผังมิติรูปแบบต้องทำต่อจากเรียงความลงมาหรือทำแยกเป็นอีกไฟล์ได้ค่ะ,homework
อาจารครับคือแบบผมมาเรียนต่างสาขาแล้วมาคนเดียวผมจะรู้ใด้ไงครับว่าต้องส่งงานกับสาขาไหนครับ,homework
สาขาเทคโนโลยีชีวผลิตภัณฑ์ (BPT) ส่งไปแล้วนะคะ อาจารย์ได้รับ email รึยังคะ,homework
ส่งงานAssignment3ครับ,homework
ตอนนี้ครูอยู่ไหนคะ หนูมาส่งงานอ่ะค่ะแต่ไม่เห็นครูอยู่ทั้งห้องหมวดห้องบุคคลเลย,homework
อาจารย์คะ วีดิโอวิชา ce203 ของสัปดาห์ที่ 5 มีส่วนที่หายไปรึเปล่าคะ พอเปิดของสัปดาห์ที่ 6 แล้วเนื้อหามันไม่ต่อกับที่จบในสัปดาห์ที่ 5 ค่ะก็เลยสงสัย,homework
ใช้wordpressอย่างเดียวเลยใช่มั้ยคะ,homework
ทำไมถึงไม่แจ้งแต่แรกคะอาจารย์ เพราะที่จริงได้มีการสอบถามหลายรอบแล้วว่าใช้อะไรทำได้บ้าง,homework
พวกหนูแทบจะใช้ยังไม่คล่องเลยนะคะอาจารย์ เว็บที่ทำมาแต่แรกก็แทบจะกินเวลาไปเยอะแล้ว,homework
"ถ้าทำใหม่จะเสียเวลาไปอีกนะคะ หนูแค่อยากแสดงความคิดเห็นนะคะ
ว่าที่จริงแล้วอาจารย์น่าจะสอน WordPress ก่อน C++ และกำหนดเครื่องมือก่อนสั่งโปรเจ็คนะคะ",homework
เพราะมันค่อนข้างกินเวลาของหลายๆกลุ่มเลยค่ะ 😂 รู้สึกเคว้งเลยค่ะ,homework
แล้วตัวเซิฟเวอร์ของมหาลัยที่ให้มาต้องใช้กับโปรแกรมไหนยังไงหรอครับคือผมลองFTPแล้วแต่มันก็ขึ้นแต่eror ไม่สามารถอัพเว็บขึ้นเซิฟเวอร์ได้เลยครับ,homework
ถ้าอาจารย์ให้ใช้wordpressจริงๆขอยืดเวลาส่งได้มั้ยคะ เพราะเหมือนพวกหนูต้องทำใหม่เกือบหมดเลยค่ะ,homework
ต้องทำสไลด์power point เสนอด้วยใช่ไหมครับ,homework
นำเสนอกับอ.ที่ปรึกษาตามกลุ่มที่จัดไว้หรือป่าวครับ,homework
เอ้าไม่ใช่พรีเซ็นผ่านเว็บเลยหรอครับ,homework
สรุปต้องทำทั้งรายงาน .docxกับสไลด์นำเสนอ PTTใช่มั้ยครับ,homework
ก็ในข้อ5มัน ต้องทำใน word ไม่ใช่หรอครับ เพราะเป็นนามสกุล .docx,homework
ตกลงต้องไปทำเพิ่มอีกใช่ไหม,homework
แก้ไข ยังไงคะ,homework
ขนาดไฟล์ผมเกิน 50MB อะครับผม,homework
แก้ไขยังไงได้มั่งครับ,homework
เราต้องทำวิดีโอพรีเซ้นเดี่ยวทุกคนในกลุ่มใช่มั้ยคะ,homework
พี่คะพอดีว่ามันเปิดได้แค่หน้าhomeอะค่ะ หน้าอื่นขึ้นแบบนี้,homework
ต้องแก้ยังไงคะ,homework
อาจารย์​ครับส่งไฟลล์เข้าอีเลินนิ่งไม่ได้ครับ มันบอกไฟลล์ขนาดใหญ่เกิน zipไฟลล์เเล้วครับ,homework
อย่าลืมประเมินงานพรีเซนต์ของเพื่อนกลุ่มอื่นน้า link อยู่ในโน้ตนี้ หรือ ดูใน elearning ก็ได้ค่ะ,homework
กลุ่มที่5 ประเมินแล้วค่ะ แต่พี่ที่ร้านใส่เลขกลุ่มผิด (ถามอาจารย์ที่ปรึกษาโครงงานแล้วค่ะ),homework
Plan tour รบกวนส่งเป็นไฟล์ภาพ โลโก้ มาเลยค่ะ,homework
อาจารย์คะ เราต้องทำเป็นสไลด์พรีเซ้นข้อมูลของบริษัทหรือเป็นแพลนทัวร์เลยหรอคะ,homework
อาจารย์คะ พรุ่งนี้ต้องพรีเซ้นท์แพลนทัวร์ด้วยหรอคะ,homework
ขอบคุณค่ะ พรุ่งนี้พรีเกี่ยวกับบริษัทอย่างเดียวนะคะ,homework
พอดีว่ากลุ่มหนูมีคนติดโควิด แล้วคนในกลุ่มเป็นกลุ่มเสี่ยงติดโควิด จะสามารถพรีเซ็นยังไงได้บ้างคะ,homework
ส่งไฟล์ โลโก้บริษัท ให้เพื่อนๆ ด้วยนะคะ จะได้ใส่ใน โปรแกรมทัวร์,homework
โปรแกรมท่องเที่ยว ให้ปริ้นส่งด้วยนะคะ,homework
"วันนี้สอนออนไลน์ zoom นะคะ 
ไฟล์ โปรแกรมท่องเที่ยว จะให้ส่งในลิงก์ google form ให้ตัวแทนเป็นส่งคนเดียวไม่ต้องส่งทุกคน มีรายชื่อสมาชิกในไฟล์เอกสารด้วยนะคะ",homework
อาจารย์​คะเอกสารที่อาจารย์​ให้ปริ้นมาก็เก็บไว้ส่งอาทิตย์​หน้าใช่ไหมคะ,homework
อาจารย์คะ อาจารย์ยังไม่ได้อัพการส่งการบ้านในe-leaningให้เลยค่ะ,homework
หมดเขต 01.00 ใช่มั้ยครับอาจารย์,homework
อาจารย์ครับ คลิปของสัปดาห์นี้อัพวันไหนครับ,homework
อาจารย์คะ อาจารย์ยังไม่ได้อัพการส่งการบ้านให้ค่ะ,homework
อาจารย์คะ มีวิดีโอการสอนของวันจันทร์มั้ยคะ,homework
อาจารย์คะ อาจารย์ยังไม่ได้อัพคลิปให้ค่ะ,homework
อาจารย์คะ ขออนุญาตสอบถามนะคะ ข้อสอบเก็บเป็นปรนัยหรืออัตนัยหรอคะ,homework
เปิดหนังสือในไอแพดได้มั้ยคะ,homework
"การบ้าน 4.12, 4.15, 4.16 ทำมาก่อน สัปดาห์หน้ามาเฉลยค่ะ",homework
อาจารย์จะอัพคลิปสอนวันนี้ตอนไหนครับ พอดีไม่ได้เข้า ครับ🙏🏻🙏🏻🙏🏻,homework
อาจารย์จะอัพคลิปตอนไหนคะ,homework
อาจารย์คะแล้วของหนูเป็นยังไงบ้างคะ ต้องทำอย่างไรต่อไหมคะ,homework
คืออะไรคะ งานบทไหนเอ่ย,homework
อาจารย์ไม่ใช่เมล์มหาลัยได้ไหมคะ,homework
ใช้จะดีกว่าค่ะ จะได้ไม่ต้องมีปัญหา,homework
หนูจำรหัสผ่านไม่ได้คะ,homework
แจ้งในระบบว่าลืมรหัสค่ะ,homework
อาจารย์คะ สอบบทที่สี่สามารถนำเอกสารเข้าได้มั้ยคะ,homework
กี่ข้อคะ,homework
ทศนิยมคลาดเคลื่อนได้ไหมคะอาจารย์,homework
วันจันทร์อาจารย์พาทำโจทย์อีกได้มั้ยค่ะ,homework
ช่วยบอกด้วยว่าจะให้พาทำโจทย์อะไร,homework
แล้วทำแบบฝึกหัดห้องสุดท้ายหรือยังค่ะ,homework
อาจารย์คะ ตาราง z อิงจากในหนังสือหรือไฟล์ที่อาจารย์ส่งให้คะ,homework
อาจารย์ครับ ข้อสุดท้ายตัวแปรผิดไหมครับหรือยังไงผมงง พอดีเปิดละเจอในแบบฝึกที่อาจารย์พาทำครับ😂😂🙏🏻🙏🏻 ในโจทย์เป็นค่า S^2 แต่ภาษาอังกฤษในโจทย์ใช้ Variances เฉยๆไม่ใช่ตัวแปรซิกม่าหรอครับ ผมงง555,homework
